"""SIREN""","""NIC""","""L1_NORMALISEE""","""L2_NORMALISEE""","""L3_NORMALISEE""","""L4_NORMALISEE""","""L5_NORMALISEE""","""L6_NORMALISEE""","""L7_NORMALISEE""","""L1_DECLAREE""","""L2_DECLAREE""","""L3_DECLAREE""","""L4_DECLAREE""","""L5_DECLAREE""","""L6_DECLAREE""","""L7_DECLAREE""","""NUMVOIE""","""INDREP""","""TYPVOIE""","""LIBVOIE""","""CODPOS""","""CEDEX""","""RPET""","""LIBREG""","""DEPET""","""ARRONET""","""CTONET""","""COMET""","""LIBCOM""","""DU""","""TU""","""UU""","""EPCI""","""TCD""","""ZEMET""","""SIEGE""","""ENSEIGNE""","""IND_PUBLIPO""","""DIFFCOM""","""AMINTRET""","""NATETAB""","""LIBNATETAB""","""APET700""","""LIBAPET""","""DAPET""","""TEFET""","""LIBTEFET""","""EFETCENT""","""DEFET""","""ORIGINE""","""DCRET""","""DDEBACT""","""ACTIVNAT""","""LIEUACT""","""ACTISURF""","""SAISONAT""","""MODET""","""PRODET""","""PRODPART""","""AUXILT""","""NOMEN_LONG""","""SIGLE""","""NOM""","""PRENOM""","""CIVILITE""","""RNA""","""NICSIEGE""","""RPEN""","""DEPCOMEN""","""ADR_MAIL""","""NJ""","""LIBNJ""","""APEN700""","""LIBAPEN""","""DAPEN""","""APRM""","""ESS""","""DATEESS""","""TEFEN""","""LIBTEFEN""","""EFENCENT""","""DEFEN""","""CATEGORIE""","""DCREN""","""AMINTREN""","""MONOACT""","""MODEN""","""PRODEN""","""ESAANN""","""TCA""","""ESAAPEN""","""ESASEC1N""","""ESASEC2N""","""ESASEC3N""","""ESASEC4N""","""VMAJ""","""VMAJ1""","""VMAJ2""","""VMAJ3""","""DATEMAJ""","""EVE""","""DATEVE""","""TYPCREH""","""DREACTET""","""DREACTEN""","""MADRESSE""","""MENSEIGNE""","""MAPET""","""MPRODET""","""MAUXILT""","""MNOMEN""","""MSIGLE""","""MNICSIEGE""","""MNJ""","""MAPEN""","""MPRODEN""","""SIRETPS""","""TEL"""
340763168,00036,ACTIVITE 3E AGE ROMAINVILLE,,,182 RUE JEAN JAURES,,93230 ROMAINVILLE,FRANCE,ACTIVITE 3E AGE ROMAINVILLE,,,182 RUE JEAN JAURES,,93230 ROMAINVILLE,,182,,RUE,JEAN JAURES,93230,,11,Île-de-France,93,1,03,063,ROMAINVILLE,00,8,51,200054781,42,1101,1,,1,O,201708,,,9312Z,Activités de clubs de sports,2017,01,1 ou 2 salariés,NN,2017,1,20170424,20170424,,,,P,S,N, ,0,ACTIVITE 3E AGE ROMAINVILLE,,,,,W931001968,00036,11,93063,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2015,PME,19870106,201209,1,S,N,,,,,,,,C,,,,2017-08-11T09:19:51,CTS,20170424,5,,,,,,,,0,0,1,0,0,,34076316800028,
340881705,00016,GYMNASTIQUE VOLONTAIRE DE BELLIGNAT,CHALET,,,,01100 BELLIGNAT,FRANCE,GYMNASTIQUE VOLONTAIRE DE BELLIGNAT,,,CHALET DE BELLIGNAT,,01100 BELLIGNAT,,,,,CHALET DE BELLIGNAT,01100,,84,Auvergne-Rhône-Alpes,01,4,14,031,BELLIGNAT,01,4,01,200042935,17,8203,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2015,1,19860901,19860901,NR,99,,P,S,N,,0,GYMNASTIQUE VOLONTAIRE DE BELLIGNAT,,,,,,00016,84,01031,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2015,PME,19860901,201209,1,S,N,,,,,,,,I,,,,2017-08-11T16:25:24,MS,20170720,,,,,,,,,,,,,,,,
340881705,00016,BELLI GYM BELLIGNAT,,,1 RUE CHALET DE BELLIGNAT,,01100 BELLIGNAT,FRANCE,BELLI'GYM BELLIGNAT,,,1 RUE CHALET DE BELLIGNAT,,01100 BELLIGNAT,,1,,RUE,CHALET DE BELLIGNAT,01100,,84,Auvergne-Rhône-Alpes,01,4,14,031,BELLIGNAT,01,4,01,200042935,17,8203,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2015,1,19860901,19860901,NR,99,,P,S,N, ,0,BELLI'GYM BELLIGNAT,,,,,,00016,84,01031,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2015,PME,19860901,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T16:25:24,MS,20170720,,,,1,0,0,0,0,1,0,0,0,0,0,,0608096023
344726831,00011,CUMA LA PIERRE,,,LA DODELINIERE,,35560 ST REMY DU PLAIN,FRANCE,CUMA LA PIERRE,,,LA DODELINIERE,,35560 SAINT REMY DU PLAIN,,,,,LA DODELINIERE,35560,,53,Bretagne,35,1,01,309,SAINT REMY DU PLAIN,,0,,200070688,12,5312,1,,0,O,201209,,,7731Z,Location et location-bail de machines et équipements agricoles,2008,00,0 salarié,0,2004,1,19880329,19880329,NR,99,,P,S,N,,0,CUMA LA PIERRE,,,,,,00011,53,35309,,6316,Coopérative d'utilisation de matériel agricole en commun (CUMA) ,7731Z,Location et location-bail de machines et équipements agricoles,2008,,O,20160101,00,0 salarié,0,2004,,19880329,201209,1,S,N,,,,,,,,I,,,,2017-08-11T04:27:17,MU,20170630,,,,,,,,,,,,,,,,
344726831,00011,C U M A LA PIERRE SOC EN LIQUIDATION,,,LA DODELINIERE,,35560 ST REMY DU PLAIN,FRANCE,"C.U.M.A. LA PIERRE, SOC EN LIQUIDATION",,,LA DODELINIERE,,35560 SAINT REMY DU PLAIN,,,,,LA DODELINIERE,35560,,53,Bretagne,35,1,01,309,SAINT REMY DU PLAIN,,0,,200070688,12,5312,1,,0,O,201209,,,7731Z,Location et location-bail de machines et équipements agricoles,2008,00,0 salarié,0,2004,1,19880329,19880329,NR,99,,P,S,N, ,0,"C.U.M.A. LA PIERRE, SOCIETE EN LIQUIDATION",,,,,,00011,53,35309,,6316,Coopérative d'utilisation de matériel agricole en commun (CUMA) ,7731Z,Location et location-bail de machines et équipements agricoles,2008,,O,20160101,00,0 salarié,0,2004,,19880329,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T04:27:17,MU,20170630,,,,1,0,0,0,0,1,0,0,0,0,0,,
348257825,00052,MUSIQUE SERVICES,,BATIMENT A,108 BOULEVARD ROUVIER,,13010 MARSEILLE,FRANCE,MUSIQUE SERVICES,,BAT A,108 BD ROUVIER,,13010 MARSEILLE 10,,108,,BD,ROUVIER,13010,,93,Provence-Alpes-Côte d'Azur,13,3,98,210,MARSEILLE 10,00,7,59,200054807,73,9310,1,,1,O,201708,,,5920Z,Enregistrement sonore et édition musicale,2017,00,0 salarié,NN,2017,1,20170628,20170628,,,,P,S,N, ,0,MUSIQUE SERVICES,,,,,,00052,93,13210,,9220,Association déclarée ,5920Z,Enregistrement sonore et édition musicale,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19880617,201209,1,S,O,,,,,,,,I,,,,2017-08-11T16:46:11,MS,20170811,,,,,,,,,,,,,,,,
348257825,00052,MUSIQUE SERVICES,,BAT A,108 BD ROUVIER,,13010 MARSEILLE 10,,MUSIQUE SERVICES,,BAT A,108 BD ROUVIER,,13010 MARSEILLE 10,,108,,BD,ROUVIER,13010,,93,Provence-Alpes-Côte d'Azur,13,3,98,210,MARSEILLE 10,00,7,59,200054807,73,9310,1,,1,O,201708,,,9001Z,Arts du spectacle vivant,2017,00,0 salarié,NN,2017,1,20170628,20170628,99,99,,P,S,N, ,0,MUSIQUE SERVICES,,,,,,00052,93,13210,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2017,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19880617,201209,1,S,N,,,,,,,,F,1,1,1,2017-08-11T16:46:11,MS,20170811,,,,0,0,1,0,0,0,0,0,0,1,1,,
349646836,00032,FOX COMPAGNIE,,,1 RUE DU LUXEMBOURG,,93000 BOBIGNY,FRANCE,FOX COMPAGNIE,,,1 RUE DE LUXEMBOURG,,93000 BOBIGNY,,1,,RUE,DE LUXEMBOURG,93000,,11,Île-de-France,93,1,95,008,BOBIGNY,00,8,51,200054781,51,1101,1,,1,O,201209,,,9002Z,Activités de soutien au spectacle vivant,2008,00,0 salarié,0,2015,NR,20060220,20060220,,,,P,S,N,,0,FOX COMPAGNIE,,,,,W931000994,00032,11,93008,,9220,Association déclarée ,9002Z,Activités de soutien au spectacle vivant,2008,,O,20160101,00,0 salarié,0,2015,PME,19881017,201209,1,S,N,,,,,,,,E,,,,2017-08-11T09:36:39,STS,20170518,,,,,,,,,,,,,,,,
349646836,00040,FOX COMPAGNIE,,,161 RUE FAIDHERBE,,93700 DRANCY,FRANCE,FOX COMPAGNIE,,,161 RUE FAIDHERBE,,93700 DRANCY,,161,,RUE,FAIDHERBE,93700,,11,Île-de-France,93,2,96,029,DRANCY,00,8,51,200054781,51,1101,1,,1,O,201708,,,9002Z,Activités de soutien au spectacle vivant,2017,01,1 ou 2 salariés,NN,2017,1,20170518,20170518,,,,P,S,N, ,0,FOX COMPAGNIE,,,,,W931000994,00040,11,93029,,9220,Association déclarée ,9002Z,Activités de soutien au spectacle vivant,2008,,O,20160101,00,0 salarié,0,2015,PME,19881017,201209,1,S,N,,,,,,,,C,,,,2017-08-11T09:32:10,CTS,20170518,5,,,,,,,,0,0,1,0,0,,34964683600032,0148321817
379418890,00024,ASS ADMR AIDE A DOM LENTILLY FLEURIEUX,,RESIDENCE DES PINS,PLACE DES PINS,,69210 LENTILLY,FRANCE,ASS ADMR AIDE A DOM LENTILLY FLEURIEUX,,RESIDENCE DES PINS,PL DES PINS,,69210 LENTILLY,,,,PL,DES PINS,69210,,84,Auvergne-Rhône-Alpes,69,2,01,112,LENTILLY,00,7,58,246900625,21,8214,1,,1,O,201209,,,8810A,Aide à domicile,2008,12,20 à 49 salariés,20,2015,1,20080630,20080630,,,,P,S,O,,0,ASSOCIATION ADMR D AIDE A DOMICILE DE LENTILLY FLEURIEUX,ADMR,,,,W691067603,00024,84,69112,,9220,Association déclarée ,8810A,Aide à domicile,2008,,O,20160101,12,20 à 49 salariés,20,2015,PME,19881225,201209,1,S,O,,,,,,,,E,,,,2017-08-11T11:22:27,STS,20161122,,,,,,,,,,,,,,,,
379418890,00032,ASS ADMR AIDE A DOM LENTILLY FLEURIEUX,ADMR,,1 PL GRAND CROIX,,69210 LENTILLY,,ASS ADMR AIDE A DOM LENTILLY FLEURIEUX,ADMR,,1 PL GRAND CROIX,,69210 LENTILLY,,1,,PL,GRAND CROIX,69210,,84,Auvergne-Rhône-Alpes,69,2,01,112,LENTILLY,00,7,58,246900625,21,8214,1,,1,O,201708,,,8810A,Aide à domicile,2016,02,3 à 5 salariés,NN,2016,1,20161122,20161122,,,,P,S,O, ,0,ASSOCIATION ADMR D AIDE A DOMICILE DE LENTILLY FLEURIEUX,ADMR,,,,W691067603,00032,84,69112,,9220,Association déclarée ,8810A,Aide à domicile,2008,,O,20160101,12,20 à 49 salariés,20,2015,PME,19881225,201209,1,S,O,,,,,,,,C,,,,2017-08-11T11:22:27,CTS,20161122,5,,,,,,,,0,0,1,0,0,,37941889000024,
389098245,00027,ASSOC FEDE REGION MAISONS FAMILIALES R,,,13 RUE VICTOR FOURCAUT,BP 77,52000 CHAUMONT,FRANCE,ASSOC FEDE REGION MAISONS FAMILIALES R,,BP 77,13 RUE VICTOR FOURCAULT,,52000 CHAUMONT,,13,,RUE,VICTOR FOURCAULT,52000,,44,Grand Est,52,1,98,121,CHAUMONT,52,4,01,200068658,41,2106,0,,1,O,201611,,,8532Z,Enseignement secondaire technique ou professionnel,2012,00,0 salarié,0,2015,NR,20120401,20161001,,,,P,S,N,,0,ASSOC FEDE REGION MAISONS FAMILIALES RUR,FRMFR,,,,W521000948,00035,44,55122,,9220,Association déclarée ,8532Z,Enseignement secondaire technique ou professionnel,2012,,O,20160101,02,3 à 5 salariés,3,2015,PME,19900801,201209,1,S,N,,,,,,,,I,,,,2017-08-11T11:31:19,MU,20170810,,,,,,,,,,,,,,,,
389098245,00027,FEDERATION REGIONALE MFR GRAND EST,,,13 RUE VICTOR FOURCAUT,BP 77,52000 CHAUMONT,FRANCE,FEDERATION REGIONALE MFR GRAND EST,,BP 77,13 RUE VICTOR FOURCAULT,,52000 CHAUMONT,,13,,RUE,VICTOR FOURCAULT,52000,,44,Grand Est,52,1,98,121,CHAUMONT,52,4,01,200068658,41,2106,0,,1,O,201611,,,8532Z,Enseignement secondaire technique ou professionnel,2012,00,0 salarié,0,2015,NR,20120401,20161001,,,,P,S,N, ,0,FEDERATION REGIONALE MFR GRAND EST,FRMFR,,,,W521000948,00035,44,55122,,9220,Association déclarée ,8532Z,Enseignement secondaire technique ou professionnel,2012,,O,20160101,02,3 à 5 salariés,3,2015,PME,19900801,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T11:31:19,MU,20170810,,,,1,0,0,0,0,1,0,0,0,0,0,,
389098245,00035,ASSOC FEDE REGION MAISONS FAMILIALES R,,,61 T RUE DE SAINT MIHIEL,,55200 COMMERCY,FRANCE,ASSOC FEDE REGION MAISONS FAMILIALES R,,,61 T RUE DE ST MIHIEL,,55200 COMMERCY,,61,T,RUE,DE ST MIHIEL,55200,,44,Grand Est,55,2,07,122,COMMERCY,55,2,03,200066157,21,4105,1,,1,O,201607,,,8532Z,Enseignement secondaire technique ou professionnel,2015,00,0 salarié,NN,2015,1,20151210,20151210,,,,P,S,N,,0,ASSOC FEDE REGION MAISONS FAMILIALES RUR,FRMFR,,,,W521000948,00035,44,55122,,9220,Association déclarée ,8532Z,Enseignement secondaire technique ou professionnel,2012,,O,20160101,02,3 à 5 salariés,3,2015,PME,19900801,201209,1,S,N,,,,,,,,I,,,,2017-08-11T11:31:19,MU,20170810,,,,,,,,,,,,,,,,
389098245,00035,FEDERATION REGIONALE MFR GRAND EST,,,61 T RUE DE SAINT MIHIEL,,55200 COMMERCY,FRANCE,FEDERATION REGIONALE MFR GRAND EST,,,61 T RUE DE ST MIHIEL,,55200 COMMERCY,,61,T,RUE,DE ST MIHIEL,55200,,44,Grand Est,55,2,07,122,COMMERCY,55,2,03,200066157,21,4105,1,,1,O,201607,,,8532Z,Enseignement secondaire technique ou professionnel,2015,00,0 salarié,NN,2015,1,20151210,20151210,,,,P,S,N, ,0,FEDERATION REGIONALE MFR GRAND EST,FRMFR,,,,W521000948,00035,44,55122,,9220,Association déclarée ,8532Z,Enseignement secondaire technique ou professionnel,2012,,O,20160101,02,3 à 5 salariés,3,2015,PME,19900801,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T11:31:19,MU,20170810,,,,1,0,0,0,0,1,0,0,0,0,0,,
390255644,00010,CUMA LA CHARCEENNE,,,LIEU DIT BEAUPREAU,CHARCE ST ELLIER SUR AUBANCE,49320 BRISSAC LOIRE AUBANCE,FRANCE,CUMA LA CHARCEENNE,,,LE BEAUPREAU,,49320 BRISSAC LOIRE AUBANCE,,,,,LE BEAUPREAU,49320,,52,Pays de la Loire,49,1,86,050,BRISSAC LOIRE AUBANCE,49,3,08,200071553,17,5205,1,,0,O,201209,,,7731Z,Location et location-bail de machines et équipements agricoles,2008,00,0 salarié,0,2004,1,19930210,19930210,NR,99,,P,S,N,,0,CUMA LA CHARCEENNE,,,,,,00010,52,49050,,6316,Coopérative d'utilisation de matériel agricole en commun (CUMA) ,7731Z,Location et location-bail de machines et équipements agricoles,2008,,O,20160101,00,0 salarié,0,2004,,19930210,201209,1,S,N,,,,,,,,E,,,,2017-08-11T15:18:34,STS,20170307,,,,,,,,,,,,,,,,
390255644,00028,CUMA LA CHARCEENNE,,CHARCE SAINT ELLIER,MAIRIE ANNEXE,,49320 BRISSAC LOIRE AUBANCE,,CUMA LA CHARCEENNE,,CHARCE SAINT ELLIER,MAIRIE ANNEXE,,49320 BRISSAC LOIRE AUBANCE,,,,,MAIRIE ANNEXE,49320,,52,Pays de la Loire,49,1,86,050,BRISSAC LOIRE AUBANCE,49,3,08,200071553,17,5205,1,,0,O,201708,,,7731Z,Location et location-bail de machines et équipements agricoles,2017,00,0 salarié,NN,2017,1,20170307,20170307,,,,P,S,N, ,0,CUMA LA CHARCEENNE,,,,,,00028,52,49050,,6316,Coopérative d'utilisation de matériel agricole en commun (CUMA) ,7731Z,Location et location-bail de machines et équipements agricoles,2008,,O,20160101,00,0 salarié,0,2004,,19930210,201209,1,S,N,,,,,,,,C,,,,2017-08-11T15:18:34,CTS,20170307,5,,,,,,,,0,0,1,0,0,,39025564400010,
402384432,00017,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,,PALAIS DES SPORTS,RUE EMILE LAVEZZARI,,62600 BERCK,,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,,PALAIS DES SPORTS,RUE EMILE LAVEZZARI,,62600 BERCK,,,,RUE,EMILE LAVEZZARI,62600,,32,Hauts-de-France,62,4,10,108,BERCK,62,4,01,200069029,31,3127,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,01,1 ou 2 salariés,1,2015,1,19950913,19950913,NR,99,,P,S,N,,0,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,CAJC,,,,,00017,32,62108,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19950913,201209,1,S,N,,,,,,,,E,,,,2017-08-11T14:25:39,STS,20170101,,,,,,,,,,,,,,,,
402384432,00025,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,MELLE SANDRINE POCHET,,334 RUE DE L IMPERATRICE,,62600 BERCK,FRANCE,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,CAJC,MELLE POCHET SANDRINE,334 RUE DE L IMPERATRICE,,62600 BERCK,,334,,RUE,DE L IMPERATRICE,62600,,32,Hauts-de-France,62,4,10,108,BERCK,62,4,01,200069029,31,3127,1,,1,O,201708,,,9312Z,Activités de clubs de sports,2017,00,0 salarié,NN,2017,NR,20170101,20170101,,,,P,S,N, ,0,CENTRE ATHLETIQUE JUDO CLUB DE BERCK,CAJC,,,,,00025,32,62108,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19950913,201209,1,S,N,,,,,,,,C,,,,2017-08-11T14:25:39,CTS,20170101,5,,,,,,,,0,0,1,0,0,,40238443200017,
403170145,00029,UNION JUDO ORANGE,,MAISON DES ASSOCIATIONS,ROUTE DE CADEROUSSE,,84100 ORANGE,FRANCE,UNION JUDO ORANGE,,MAISON DES ASSOCIATIONS,RTE DE CADEROUSSE,,84100 ORANGE,,,,RTE,DE CADEROUSSE,84100,,93,Provence-Alpes-Côte d'Azur,84,3,11,087,ORANGE,00,7,54,248400236,42,9317,0,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2004,1,19951222,19951222,NR,99,,P,S,N,,0,UNION JUDO ORANGE,,,,,W842001575,00037,93,84087,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19951201,201209,1,S,N,,,,,,,,I,,,,2017-08-11T11:45:37,MU,20170207,,,,,,,,,,,,,,,,
403170145,00029,UNION JUDO ORANGE,,MAISON DES ASSOCIATIONS,ROUTE DE CADEROUSSE,,84100 ORANGE,FRANCE,UNION JUDO ORANGE,,MAISON DES ASSOCIATIONS,RTE DE CADEROUSSE,,84100 ORANGE,,,,RTE,DE CADEROUSSE,84100,,93,Provence-Alpes-Côte d'Azur,84,3,11,087,ORANGE,00,7,54,248400236,42,9317,0,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2004,1,19951222,19951222,NR,99,,P,S,N, ,0,UNION JUDO ORANGE,,,,,W842001575,00045,93,84087,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19951201,201209,1,S,N,,,,,,,,F,0,0,0,2017-08-11T11:45:37,MU,20170207,,,,0,0,0,0,0,0,0,1,0,0,0,,
403170145,00037,UNION JUDO ORANGE,MR GUY POUZOL,LOTISSEMENT BOMMENEL N 10,106 IMPASSE DE LA BATIE,,84100 ORANGE,FRANCE,UNION JUDO ORANGE,,MR POUZOL GUY LOT BOMMENEL N° 10,106 IMP DE LA BATIE,,84100 ORANGE,,106,,IMP,DE LA BATIE,84100,,93,Provence-Alpes-Côte d'Azur,84,3,11,087,ORANGE,00,7,54,248400236,42,9317,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2009,01,1 ou 2 salariés,1,2015,NR,20090415,20090415,,,,P,S,N,,0,UNION JUDO ORANGE,,,,,W842001575,00037,93,84087,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19951201,201209,1,S,N,,,,,,,,E,,,,2017-08-11T11:45:37,STS,20170207,,,,,,,,,,,,,,,,
403170145,00045,UNION JUDO ORANGE,,,RUE JULES FERRY,,84100 ORANGE,,UNION JUDO ORANGE,,,RUE JULES FERRY,,84100 ORANGE,,,,RUE,JULES FERRY,84100,,93,Provence-Alpes-Côte d'Azur,84,3,11,087,ORANGE,00,7,54,248400236,42,9317,1,,1,O,201708,,,9312Z,Activités de clubs de sports,2017,00,0 salarié,NN,2017,1,20170207,20170207,,,,P,S,N, ,0,UNION JUDO ORANGE,,,,,W842001575,00045,93,84087,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,01,1 ou 2 salariés,1,2015,PME,19951201,201209,1,S,N,,,,,,,,C,,,,2017-08-11T11:45:37,CTS,20170207,5,,,,,,,,0,0,1,0,0,,40317014500037,
417588068,00011,PLATEAU ASSOCIATION SPORTIVE,,,53 ROUTE DE LA FORET,,76390 LE CAULE STE BEUVE,FRANCE,PLATEAU ASSOCIATION SPORTIVE,,,53 RTE DE LA FORET,,76390 LE CAULE SAINTE BEUVE,,53,,RTE,DE LA FORET,76390,,28,Normandie,76,1,12,166,LE CAULE SAINTE BEUVE,,0,,200069722,08,0055,1,,1,O,201209,,,9312Z,Activités de clubs de sports,2008,00,0 salarié,0,2011,1,19960701,19960701,NR,99,,P,S,N,,0,PLATEAU ASSOCIATION SPORTIVE,,,,,W761001452,00011,28,76166,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2011,PME,19960701,201209,1,S,N,,,,,,,,E,,,,2017-08-11T11:14:58,STS,20140619,,,,,,,,,,,,,,,,
417588068,00029,PLATEAU ASSOCIATION SPORTIVE,MAIRIE,,,,76390 RICHEMONT,FRANCE,PLATEAU ASSOCIATION SPORTIVE,,,MAIRIE,,76390 RICHEMONT,,,,,MAIRIE,76390,,28,Normandie,76,1,12,527,RICHEMONT,,0,,200069722,08,0055,1,,1,O,201708,,,9312Z,Activités de clubs de sports,2014,00,0 salarié,NN,2014,NR,20140619,20140619,,,,P,S,N, ,0,PLATEAU ASSOCIATION SPORTIVE,,,,,W761001452,00029,28,76527,,9220,Association déclarée ,9312Z,Activités de clubs de sports,2008,,O,20160101,00,0 salarié,0,2011,PME,19960701,201209,1,S,N,,,,,,,,C,,,,2017-08-11T11:14:58,CTS,20140619,5,,,,,,,,0,0,1,0,0,,41758806800011,
421341678,00033,PAYS D AIX INITIATIVE,POLE ACTIV LES MILLES,BATIMENT A LE MERCURE A,565 RUE MARCELLIN BERTHELOT,,13851 AIX EN PROVENCE CEDEX 3,FRANCE,PAYS D'AIX INITIATIVE,,POLE ACTIV LES MILLES LE MERCURE BAT A,565 RUE MARCELLIN BERTHELOT,,13290 AIX EN PROVENCE,,565,,RUE,MARCELLIN BERTHELOT,13290,,93,Provence-Alpes-Côte d'Azur,13,1,97,001,AIX EN PROVENCE,00,7,59,200054807,61,9308,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2009,03,6 à 9 salariés,6,2015,1,20090515,20090515,99,99,,P,S,O,,0,PAYS D'AIX INITIATIVE,,,,,W131000652,00033,93,13001,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2009,,O,20160101,03,6 à 9 salariés,6,2015,PME,19970127,201209,1,S,O,,,,,,,,I,,,,2017-08-11T08:35:23,MU,20170401,,,,,,,,,,,,,,,,
421341678,00033,INITIATIVE PAYS D AIX,POLE ACTIV LES MILLES,LE MERCURE BATIMENT A,565 RUE MARCELLIN BERTHELOT,LES MILLES,13290 AIX EN PROVENCE,FRANCE,INITIATIVE PAYS D AIX,,POLE ACTIV LES MILLES LE MERCURE BAT A,565 RUE MARCELLIN BERTHELOT,,13290 AIX EN PROVENCE,,565,,RUE,MARCELLIN BERTHELOT,13290,,93,Provence-Alpes-Côte d'Azur,13,1,97,001,AIX EN PROVENCE,00,7,59,200054807,61,9308,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2009,03,6 à 9 salariés,6,2015,1,20090515,20090515,99,99,,P,S,O, ,0,INITIATIVE PAYS D AIX,,,,,W131000652,00033,93,13001,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2009,,O,20160101,03,6 à 9 salariés,6,2015,PME,19970127,201209,1,S,O,,,,,,,,F,0,0,0,2017-08-11T08:35:23,MU,20170401,,,,1,0,0,0,0,1,0,0,0,0,0,,
423235118,00027,ASSOCIATION ELIKYA,,,115 RUE DE MENILMONTANT,,75020 PARIS,FRANCE,ASSOCIATION ELIKYA,,,115 RUE DE MENILMONTANT,,75020 PARIS 20,,115,,RUE,DE MENILMONTANT,75020,,11,Île-de-France,75,1,,120,PARIS 20,00,8,51,200054781,80,1101,1,,1,O,201209,,,9001Z,Arts du spectacle vivant,2008,00,0 salarié,0,2004,1,20021121,20021121,NR,99,,P,S,N,,0,ASSOCIATION ELIKYA,,,,,,00027,11,75120,,9220,Association déclarée ,9001Z,Arts du spectacle vivant,2008,,O,20160101,00,0 salarié,0,2004,,19990101,201209,1,S,N,,,,,,,,E,,,,2017-08-11T17:02:57,SS,20170725,,,,,,,,,,,,,,,,
424863603,00017,PARADE SEYNOISE,,CHEZ ME ORLANDI.L'EMERAUDE,CHE DU VIEUX REYNIER,,83500 LA SEYNE SUR MER,,PARADE SEYNOISE,,CHEZ ME ORLANDI.L'EMERAUDE,CHE DU VIEUX REYNIER,,83500 LA SEYNE SUR MER,,,,CHE,DU VIEUX REYNIER,83500,,93,Provence-Alpes-Côte d'Azur,83,2,98,126,LA SEYNE SUR MER,00,7,57,248300543,51,9315,1,,1,O,201209,,,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,00,0 salarié,0,2004,1,19990324,19990324,NR,99,,P,S,N,,0,PARADE SEYNOISE,,,,,W832006086,00017,93,83126,,9220,Association déclarée ,9499Z,Autres organisations fonctionnant par adhésion volontaire,2008,,O,20160101,00,0 salarié,0,2004,,19990324,201209,1,S,N,,,,,,,,E,,,,2017-08-11T13:50:03,SU,20170307,,,,,,,,,,,,,,,,
